date,time,temperature,humidity,pressure,wind_speed,pollutant1,pollutant2,air_quality_index
2022-01-01,00:00:00,32.96636807975013,80.4253623401705,1027.1707927398334,6.891016776682692,74.69982022251835,30.030071051432508,108.82026172983832
2022-01-01,01:00:00,27.84361199560236,50.805388158865775,1017.4372872885856,5.8458470815871735,55.87016741928597,33.76385604348328,102.57469798459938
2022-01-01,02:00:00,24.427564772053994,61.14670029214988,1012.230272945227,2.648640007459969,46.02647346080127,31.1622028636981,106.04099085639295
2022-01-01,03:00:00,26.25815124409945,58.62576296291997,1002.0846564136043,4.590297356726954,54.33549636052298,32.95750220913133,112.92411075704035
2022-01-01,04:00:00,18.945721810282052,73.65526924759416,1008.6254318981469,6.9129909696163585,55.002970930075925,24.894278644784283,111.62821261251158
2022-01-01,05:00:00,23.031331441528053,57.38361652623026,1029.740103128782,8.172267987862917,62.36834510857818,30.73409652356486,97.97272667224709
2022-01-01,06:00:00,25.426262872851936,47.137590891772355,983.7584685801212,6.582568013184626,39.807751203916844,34.97386374832035,108.1756514271911
2022-01-01,07:00:00,25.49710993354271,43.453425102583516,1029.825302531809,3.898332619122292,45.27775660037744,29.423262505415497,103.23140440953672
2022-01-01,08:00:00,17.346918778006916,60.37232739871008,1011.5288692406305,3.656643995611641,51.42993275309671,18.98057754706702,104.03145748514126
2022-01-01,09:00:00,26.638115896173908,72.70301300778209,1009.321407777019,3.6063453138478287,43.356254414561256,28.167718985444203,107.15578312924353
2022-01-01,10:00:00,26.39598246257105,58.5672338837188,1014.3737488428287,2.2076891513009183,59.99170265434135,34.15027387163843,106.37362809946835
2022-01-01,11:00:00,23.11474396863611,67.95255214599185,1010.7989285677318,3.8799001745969934,42.76977318123819,33.77033451547045,113.47028777801228
2022-01-01,12:00:00,25.020874995412502,59.27927524438775,987.9857608789197,5.6493541501514395,40.75731566618129,23.946453935944227,110.54402601691056
2022-01-01,13:00:00,17.582542233159995,52.57575994315006,1006.9617877858914,7.815217612829507,43.43641112971254,31.330849487865148,107.88106136519475
2022-01-01,14:00:00,17.60102192337826,72.25653943514178,1020.2635620775576,4.840329090079028,68.14792523315477,36.75298120876955,110.01931616372713
2022-01-01,15:00:00,25.673436311691187,37.94611893111828,1025.0626450162204,5.503057297292407,60.48116341779259,39.69760857004587,109.9886924020247
2022-01-01,16:00:00,21.66138404541918,54.69362376822994,1002.6214719373671,5.981941154707671,55.9639198507105,29.03833132843247,116.30359594642427
2022-01-01,17:00:00,24.942222398878492,61.682143774624485,1010.5414151302111,5.6526744334118515,53.16104387158052,27.100532986269293,108.31241053690601
2022-01-01,18:00:00,29.197453361588025,50.31153857676053,999.1034675920647,7.954978103669417,34.29495730491941,35.54406944047684,111.40023652684184
2022-01-01,19:00:00,24.13035034847422,63.096540232389636,1012.2136898324725,7.101470659037773,19.517526116575347,27.136307259291115,106.05239541627259
2022-01-01,20:00:00,10.946659725854015,69.40107868756218,1022.7951276298722,3.994883095038722,35.08843128612067,33.00940701693551,98.0367782985388
2022-01-01,21:00:00,24.246731809895532,58.366096548766976,1010.9286759519592,-0.16549281001003457,44.37998310052728,38.72875668516384,114.53916078906728
2022-01-01,22:00:00,22.594779890029823,56.791176884029056,1008.0527323620889,2.207216178039823,34.23773258564905,26.230189274665726,116.0526997125958
